National Type,Sales Rep,Account Name,Business Name,Corporate Account,Segment,First ,Last,Email,Primary Phone,Products,Site Type,Existing Domain,Sponsored Budget, Yodle Web , Organic Fee , Account Setup,Payment Type,Address 1,Address 2,City,State,Zip,Address Display,Template ID,Service Group,Mobile Logo,Franchise Location ID,Lead Destination Email,Lead Destination Number,Web Address for Distribution,Web Address for Ad Copy (Display URL),Record Calls? (Yes/No),Whisper? (Yes/No),Tagline,Business description,Show Hours on Website? (Yes/No),Emergency Services Available 24/7? (Yes/No),Open 24/7? (Yes/No),Monday? ,Monday Open,Monday Closed,Tuesay?,Tuesday Open,Tuesday Closed,Wednesday,Wednesday Open,Wednesday Closed,Thursday?,Thursday Open,Thursday Closed,Friday? ,Friday Open,Friday Closed,Saturday? ,Saturday Open,Saturday Closed,Sunday?,Sunday Open,Sunday Closed,Cash,MasterCard,Visa,Discover,CareCredit,Mobile/Stationary,Area Served Description,Custom Campaign Notes,Include a Name Campaign? (Yes/No),CSC Completed Date,IMS Projected Launch Date,Field Entry,Descroption of Business,URL of Existing Website Containing Copy,Organic Domain,Unique Selling Propositions,Notes,Web Address Client-Side,Web Address for Advertising
Corporate Spend,Ari Katz,Affordable Dentures - Austin,Affordable Dentures,Affordable Dentures,Dentist,DeAndrae,"W. Alexander, DDS ",ad123@ad123.com,(512) 276-2907,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,8316 Tuscany Way,,Austin,TX,78754,Show Full Address,2139,Dentures,logo.png,15068,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Austin.com,affordabledentures-Austin.com,Yes,No,"DeAndrae W. Alexander, DDS, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Austin, TX and opened in 2001.",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,6:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Austin, TX",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/austin,affordabledentures.com/office/austin,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/austin,affordabledentures-Austin.com
Corporate Spend,Ari Katz,Affordable Dentures - Beaumont,Affordable Dentures,Affordable Dentures,Dentist,Jay,"Quigley, DDS  ",ad123@ad123.com,(409) 838-3278,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,3095 College St,,Beaumont,TX,77701,Show Full Address,2139,Dentures,logo.png,15070,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Beaumont.com,affordabledentures-Beaumont.com,Yes,No,"Jay Quigly, DDS, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Beaumont, TX and opened in 2001. ",Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,7:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Beaumont, TX",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/beaumont,affordabledentures.com/office/beaumont,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/beaumont,affordabledentures-Beaumont.com
Corporate Spend,Ari Katz,Affordable Dentures - Waco,Affordable Dentures,Affordable Dentures,Dentist,Jayesh,"S. Patel, DDS ",ad123@ad123.com,(254) 741-9324,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,1522 South New Road,,Waco,TX,76711,Show Full Address,2139,Dentures,logo.png,15075,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Waco.com,affordabledentures-Waco.com,Yes,No,"Jayesh S. Patel, DDS, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Waco, TX and opened in 2002. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,8:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Waco, TX",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/waco,affordabledentures.com/office/waco,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/waco,affordabledentures-Waco.com
Corporate Spend,Ari Katz,Affordable Dentures - Odessa,Affordable Dentures,Affordable Dentures,Dentist,James,"J. Kloer, DDS ",ad123@ad123.com,(432) 580-5551,"Sponsored, Organic",AdverSite,,$575.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,301 SE Loop 338,,Odessa,TX,79762,Show Full Address,2139,Dentures,logo.png,15083,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Odessa.com,affordabledentures-Odessa.com,Yes,No,"James J. Kloer, DDS, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Odessa, TX and opened in 2002. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,9:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Odessa, TX",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/odessa,affordabledentures.com/office/odessa,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/odessa,affordabledentures-Odessa.com
Corporate Spend,Ari Katz,Affordable Dentures - Amarillo,Affordable Dentures,Affordable Dentures,Dentist,Mimi,"B. Harmon, DDS ",ad123@ad123.com,(806) 352-4500,"Sponsored, Organic",AdverSite,,$475.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"2207 S. Western Street, Suite 40",Western Crossing Shopping Center,Amarillo,TX,79109,Show Full Address,2139,Dentures,logo.png,15086,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Amarillo.com,affordabledentures-Amarillo.com,Yes,No,"Mimi B. Harmon, DDS, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Amarillo, TX and opened in 2003. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,10:00 PM,Yes,Yes,Yes,Yes,no,Stationary,"Amarillo, TX",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/amarillo,affordabledentures.com/office/amarillo,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/amarillo,affordabledentures-Amarillo.com
Corporate Spend,Ari Katz,Affordable Dentures - Corpus Christi,Affordable Dentures,Affordable Dentures,Dentist,Richard,"A. Day, DMD ",ad123@ad123.com,(361) 808-8101,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,4300 S. Padre Island Drive,Unit 4-1,Corpus Christi,TX,78411,Show Full Address,2139,Dentures,logo.png,15088,Copy From Primary Contact,Copy from Primary Contact,affordabledenturesCorpusChristi.com,affordabledenturesCorpusChristi.com,Yes,No,"Richard A. Day, DMD, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Corpus Christi, TX. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,11:00 PM,Yes,Yes,Yes,Yes,no,Stationary,"Corpus Christi, TX",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/corpus-christi,affordabledentures.com/office/corpus-christi,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/corpus-christi,affordabledenturesCorpusChristi.com
Corporate Spend,Ari Katz,Affordable Dentures - Tyler,Affordable Dentures,Affordable Dentures,Dentist,Blake,"G. Sinclair, DDS ",ad123@ad123.com,(903) 533-9797,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,3081 Hwy 31 East,,Tyler,TX,75702,Show Full Address,2139,Dentures,logo.png,15095,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Tyler.com,affordabledentures-Tyler.com,Yes,No,"Blake G. Sinclair, DDS, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Tyler, TX and opened in 2003. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,12:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Tyler, TX",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/tyler,affordabledentures.com/office/tyler,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/tyler,affordabledentures-Tyler.com
Corporate Spend,Ari Katz,Affordable Dentures - Conroe,Affordable Dentures,Affordable Dentures,Dentist,Richard,"A. Wilson, DDS ",ad123@ad123.com,(936) 756-9015,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,3828 West Davis Street Suite 310,Conroe Plaza Shopping Center,Conroe,TX,77304,Show Full Address,2139,Dentures,logo.png,15180,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Conroe.com,affordabledentures-Conroe.com,Yes,No,"Richard A. Wilson, DDS, P.A.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Conroe and opened in 2011.,Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,1:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Conroe, TX",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/conroe-houston,affordabledentures.com/office/conroe-houston,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/conroe-houston,affordabledentures-Conroe.com
Corporate Spend,Ari Katz,Affordable Dentures - Sugarland,Affordable Dentures,Affordable Dentures,Dentist,Sandhya,"R. Kondapaneni, DDS ",ad123@ad123.com,(281) 494-0925,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"16754 Southwest Fwy, Suite D",,Sugarland,TX,77479,Show Full Address,2139,Dentures,logo.png,15188,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Sugarland.com,affordabledentures-Sugarland.com,Yes,No,"Sandhya R. Kondapaneni, DDS, P.A.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services in Houston and surrounding since 2011.,Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,2:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Sugarland, TX",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/sugar-land,affordabledentures.com/office/sugar-land,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/sugar-land,affordabledentures-Sugarland.com
Corporate Spend,Ari Katz,Affordable Dentures - Friendswood,Affordable Dentures,Affordable Dentures,Dentist,Jeanine,"Eaton, DDS  ",ad123@ad123.com,(281) 280-0064,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"19012 Gulf Freeway, Suite A",Baybrook Mall,Friendswood,TX,77546,Show Full Address,2139,Dentures,logo.png,15189,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Friendswood.com,affordabledentures-Friendswood.com,Yes,No,"Jeanine Eaton, DDS, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Friendswood, TX and opened in 2012.",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,3:00 AM,Yes,Yes,Yes,Yes,no,Stationary,"Friendswood, TX",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/friendswood,affordabledentures.com/office/friendswood,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/friendswood,affordabledentures-Friendswood.com
Corporate Spend,Ari Katz,Affordable Dentures - New Braunfels,Affordable Dentures,Affordable Dentures,Dentist,Carlos,"A. Valladares, DDS ",ad123@ad123.com,(830) 606-8700,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,614 S. Walnut Avenue,Walnut Square Shopping Center,New Braunfels,TX,78130,Show Full Address,2139,Dentures,logo.png,15196,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-NewBraunfels.com,affordabledentures-NewBraunfels.com,Yes,No,"Carlos A. Valladares, DDS, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Lakeland, FL and opened in 2007. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,4:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"New Braunfels, TX",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/new-braunfels,affordabledentures.com/office/new-braunfels,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/new-braunfels,affordabledentures-NewBraunfels.com
Corporate Spend,Ari Katz,"Affordable Dentures - Jackson, MS",Affordable Dentures,Affordable Dentures,Dentist,Joyce,"Marie Byrd, DDS ",ad123@ad123.com,(601) 664-9981,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,128 Riverview Drive,,Flowood,MS,39232,Show Full Address,2139,Dentures,logo.png,16069,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-JacksonMS.com,affordabledentures-JacksonMS.com,Yes,No,"Joyce Marie Byrd, DDS, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Jackson, MS and opened in 2001. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,5:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Jackson, MS",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/jackson,affordabledentures.com/office/jackson,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/jackson,affordabledentures-JacksonMS.com
Corporate Spend,Ari Katz,Affordable Dentures - Tupelo,Affordable Dentures,Affordable Dentures,Dentist,James,"A. Jones, DDS ",ad123@ad123.com,(662) 844-6767,"Sponsored, Organic",AdverSite,,$575.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,837 S. Gloster Street,,Tupelo,MS,38801,Show Full Address,2139,Dentures,logo.png,16096,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Tupelo.com,affordabledentures-Tupelo.com,Yes,No,"James A. Jones, DDS, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Tupelo, MS and opened in 2003. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,6:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Tupelo, MS",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/tupelo,affordabledentures.com/office/tupelo,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/tupelo,affordabledentures-Tupelo.com
Corporate Spend,Ari Katz,Affordable Dentures - Meridian,Affordable Dentures,Affordable Dentures,Dentist,Reuben,"R. Little, DDS ",ad123@ad123.com,(601) 485-2095,"Sponsored, Organic",AdverSite,,$475.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,519 Bonita Lakes Drive,Suite B,Meridian,MS,39301,Show Full Address,2139,Dentures,logo.png,16122,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Meridian.com,affordabledentures-Meridian.com,Yes,No,"Reuben R. Little II, DDS, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Meridian, MS and opened in 2005.",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,7:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Meridian, MS",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/meridian,affordabledentures.com/office/meridian,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/meridian,affordabledentures-Meridian.com
Corporate Spend,Ari Katz,Affordable Dentures - Lansing,Affordable Dentures,Affordable Dentures,Dentist,Stephanie,"Anne Campbell, DDS ",ad123@ad123.com,(517) 323-3172,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,5451 H West Saginaw Hwy.,Lansing Towne Centre,Lansing,MI,48917,Show Full Address,2139,Dentures,logo.png,17076,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Lansing.com,affordabledentures-Lansing.com,Yes,No,"Affordable Dentures - Lansing II, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Lansing, MI and opened in 2002.",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,8:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Lansing, MI",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/lansing,affordabledentures.com/office/lansing,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/lansing,affordabledentures-Lansing.com
Corporate Spend,Ari Katz,Affordable Dentures - Decatur,Affordable Dentures,Affordable Dentures,Dentist,Shawn,"May, DDS  ",ad123@ad123.com,(217) 875-1160,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,138 Lucile Ave,,Forsyth,IL,62535,Show Full Address,2139,Dentures,logo.png,18081,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Decatur.com,affordabledentures-Decatur.com,Yes,No,"Affordable Dentures - Decatur, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Decatur, IL and opened in 2002. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,9:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Decatur, IL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/decatur-forsyth,affordabledentures.com/office/decatur-forsyth,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/decatur-forsyth,affordabledentures-Decatur.com
Corporate Spend,Ari Katz,Affordable Dentures - Moline,Affordable Dentures,Affordable Dentures,Dentist,Steven,"R. Pletscher, DDS ",ad123@ad123.com,(309) 752-0350,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,623 Avenue of the Cities,Ridgewood Center,East Moline,IL,61244,Show Full Address,2139,Dentures,logo.png,18111,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Moline.com,affordabledentures-Moline.com,Yes,No,"Affordable Dentures - Quad Cities, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in East Moline, IL and opened in 2004. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,10:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Moline, IL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/moline,affordabledentures.com/office/moline,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/moline,affordabledentures-Moline.com
Corporate Spend,Ari Katz,Affordable Dentures - Litchfield,Affordable Dentures,Affordable Dentures,Dentist,Leif,"Engles, DDS  ",ad123@ad123.com,(217) 324-0372,"Sponsored, Organic",AdverSite,,$575.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"1403 West Ferdon St., Suite 22",Litchfield Crossing,Litchfield,IL,62056,Show Full Address,2139,Dentures,logo.png,18184,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Litchfield.com,affordabledentures-Litchfield.com,Yes,No,"Affordable Dentures - Litchfield, P.C.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Litchfield and opened in 2011.,Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,11:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Litchfield, IL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/litchfield,affordabledentures.com/office/litchfield,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/litchfield,affordabledentures-Litchfield.com
Corporate Spend,Ari Katz,Affordable Dentures - Pensacola,Affordable Dentures,Affordable Dentures,Dentist,Jeff,"Turner, DDS  ",ad123@ad123.com,(850) 478-5605,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"8102 North Davis Highway, Suite 14",Ferry Pass Plaza,Pensacola,FL,32514,Show Full Address,2139,Dentures,logo.png,20090,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Pensacola.com,affordabledentures-Pensacola.com,Yes,No,"Affordable Dentures - Pensacola, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Pensacola, FL and opened in 2003.",Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,12:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Pensacola, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/pensacola,affordabledentures.com/office/pensacola,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/pensacola,affordabledentures-Pensacola.com
